"benchmark_name","program_name","mutation_operator","parsing_time","plugin_time","resolution_time","verification_time","number_of_targets","scan_time"
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","PRV",2.1039,76.7932,285.5266,1465.526,0,2875
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","SAR",2.1125,75.7863,286.8199,1424.2657,0,2832
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","SDL",2.0292,76.005,286.6563,1492.533,6,2897
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","SLD",2.2645,80.7371,303.3863,1555.1615,0,3019
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","SWS",2.2217,82.0073,310.0994,1429.9522,4,2959
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","SWV",2.2523,78.6979,279.7486,1450.3029,0,2842
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","TAR",2.054,80.2436,283.4224,1414.4979,0,2816
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","THD",2.0216,79.4048,296.474,1484.6035,0,2891
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","THI",2.002,78.7895,293.4317,1441.5632,0,2849
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","UOD",2.1451,75.827,286.0547,1448.748,0,2859
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","UOI",2.061,77.4898,296.1706,1481.0312,20,2886
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","VDL",2.0684,76.037,285.6555,1455.7688,0,2871
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_COST-verif-comp-2011-1-MaxArray","VER",2.0786,77.1309,281.4686,1446.2304,9,2841
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","ALL",2.1826,101.7945,331.4261,1845.5628,316,3365
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","AMR",2.1053,92.2089,351.3983,1923.2623,0,3465
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","BBR",2.0874,82.3474,342.3469,1899.8687,20,3413
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","BOR",2.0899,83.4674,320.4246,1855.6518,76,3289
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","CBE",2.2701,83.2902,329.0983,1860.4224,6,3344
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","CBR",2.0469,84.8668,338.0975,1893.6156,0,3398
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","CIR",2.0765,85.6993,338.7258,1858.2472,0,3357
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","DCR",1.9999,78.6825,319.4175,1803.7374,0,3227
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","EVR",2.1158,85.4699,341.336,1871.0825,40,3370
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","FAR",2.0212,83.7339,329.8616,1903.0194,0,3365
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","LBI",2.0414,81.6551,325.7908,1844.624,2,3311
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","LSR",2.0494,85.5872,356.6577,1885.0909,0,3412
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","LVR",3.045,130.0126,491.885,2645.2248,30,4762
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","MAP",2.1842,86.6262,343.3155,1850.3956,0,3381
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","MCR",1.9914,83.8941,339.8632,1875.8088,0,3398
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","MMR",2.3811,249.339,328.243,1873.4423,0,3572
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","MNR",2.1951,88.916,344.5652,1932.458,0,3481
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","MRR",2.026,82.6712,332.823,1859.8145,2,3348
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","MVR",2.1258,84.0934,332.7692,1862.844,2,3356
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","ODL",2.0304,81.4056,320.2247,1830.383,14,3308
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","PRV",2.2788,81.6991,325.012,1887.8815,0,3369
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","SAR",2.9231,82.859,336.3919,1920.5175,0,3425
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","SDL",2.157,81.6179,330.9853,1860.0749,8,3339
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","SLD",2.0511,80.6333,324.2538,1900.6549,0,3354
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","SWS",2.0609,85.3487,331.0792,1915.1687,4,3408
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","SWV",2.0065,85.3333,317.5239,1828.4559,0,3279
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","TAR",2.0218,84.0739,322.022,1823.2459,0,3286
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","THD",2.0336,80.6716,331.0853,1830.1842,0,3302
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","THI",2.1308,88.1246,336.9564,1845.3863,0,3359
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","UOD",2.3193,87.4834,336.3182,1965.3903,1,3525
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","UOI",2.0261,84.5688,344.4747,1961.2487,62,3468
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","VDL",2.2703,86.8485,354.1204,1968.5816,3,3500
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals","VER",2.0586,82.0426,327.8613,1852.0193,48,3333
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","ALL",2.0986,87.6787,310.6171,1632.9441,146,3081
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","AMR",2.119,115.9966,456.4392,2247.7962,0,4261
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","BBR",2.0818,84.1488,334.341,1637.1344,6,3122
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","BOR",2.2409,77.8282,314.1951,1608.8186,19,3020
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","CBE",2.0039,79.0766,321.1201,1639.2347,2,3086
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","CBR",2.0145,76.4911,317.0326,1659.3533,0,3118
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","CIR",2.0511,77.413,326.0976,1645.6944,0,3120
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","DCR",2.3493,76.4275,317.9603,1642.5639,0,3167
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","EVR",2.4534,86.7838,359.3978,1712.5359,15,3315
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","FAR",2.0364,79.8086,320.6394,1653.0461,0,3135
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","LBI",2.0615,80.0357,322.6798,1634.802,1,3104
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","LSR",1.9841,78.0274,323.0317,1623.3827,0,3089
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","LVR",2.2557,80.4336,312.765,1647.3553,18,3148
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","MAP",2.1937,83.2486,337.0218,1639.1022,0,3154
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","MCR",2.3231,78.9119,319.4077,1612.2692,0,3084
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","MMR",2.0437,78.8298,316.318,1610.3814,0,3044
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","MNR",2.1539,81.0235,321.7219,1598.7881,0,3151
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","MRR",2.0307,75.6266,311.9737,1618.3909,0,3054
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","MVR",2.154,75.7483,307.9917,1542.7523,0,2946
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","ODL",2.0915,79.8089,320.8684,1623.4089,4,3093
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","PRV",2.7426,79.0766,319.3827,1680.6276,0,3187
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","SAR",2.3016,80.0902,318.6699,1599.6019,0,3066
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","SDL",3.0365,111.5168,451.576,2172.9774,4,4274
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","SLD",2.0403,76.2991,312.372,1670.6375,0,3082
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","SWS",2.1922,79.2391,324.669,1624.0667,4,3108
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","SWV",2.2268,86.1552,348.6496,1690.7375,1,3244
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","TAR",2.0641,77.1788,308.6121,1612.2281,0,3025
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","THD",2.1995,75.9039,312.84,1633.7044,0,3069
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","THI",2.2794,76.9476,312.1329,1654.3199,0,3129
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","UOD",2.1278,77.7078,321.8045,1668.7797,0,3193
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","UOI",2.2987,81.3219,330.893,1708.5231,18,3238
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","VDL",2.1133,78.8125,333.7395,1635.3209,0,3160
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum","VER",1.997,76.6543,323.6075,1690.0641,55,3137
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","ALL",2.0728,85.7938,343.3189,10056.1705,117,11585
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","AMR",2.0732,79.8369,353.8606,10149.2524,0,11694
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","BBR",2.0127,78.3803,362.3404,10349.4179,10,11873
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","BOR",2.0814,75.5874,353.3547,10121.6969,25,11664
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","CBE",1.9859,72.9483,344.8138,10146.1115,5,11613
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","CBR",2.1246,75.651,356.0445,10199.9624,0,11742
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","CIR",1.9882,71.6778,337.0119,8983.4882,0,10428
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","DCR",2.4273,79.815,384.6221,10131.969,0,11777
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","EVR",2.0818,76.3922,351.4284,10164.7974,5,11693
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","FAR",2.0912,75.5637,347.6508,10061.2301,0,11551
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","LBI",2.0468,75.4452,345.7877,10022.2788,3,11543
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","LSR",2.0673,73.9872,355.5782,10099.1784,0,11595
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","LVR",2.0791,76.8484,348.9069,8924.0614,17,10445
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","MAP",2.2611,73.8005,344.9466,10350.4067,0,11912
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","MCR",2.8011,77.346,348.0723,10032.474,0,11563
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","MMR",2.0905,79.7061,361.8862,10427.2564,0,11967
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","MNR",2.1468,80.5034,367.9336,10113.2433,0,11693
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","MRR",2.0835,73.1925,342.9662,9840.0623,2,11314
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","MVR",1.9343,72.7604,330.9074,8763.4818,0,10222
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","ODL",2.0634,81.486,352.0249,10116.8947,2,11666
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","PRV",2.031,74.2554,350.4641,10637.5457,0,12196
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","SAR",2.1269,75.7105,367.0859,10486.2383,0,12009
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","SDL",2.1952,75.3289,350.7797,9495.2481,18,11002
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","SLD",2.1608,77.6465,363.5013,10144.0249,0,11695
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","SWS",1.9518,72.3928,335.2218,8874.9881,11,10308
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","SWV",2.2313,78.1559,356.7555,9851.9095,0,11412
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","TAR",2.0356,76.1607,349.9562,9973.4819,0,11490
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","THD",1.9854,72.0464,334.3871,8874.1291,0,10335
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","THI",2.466,76.7493,350.8977,10328.5655,0,11872
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","UOD",2.015,77.7753,353.0856,10349.3355,2,11891
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","UOI",2.1145,77.083,346.1153,10175.5316,17,11744
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","VDL",2.0733,74.0984,357.6739,10304.3101,0,11858
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TreeBarrier","VER",2.0413,78.876,355.735,10234.0869,0,11761
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","ALL",2.2032,79.1538,215.3011,1536.9283,111,2895
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","AMR",2.1025,66.4899,200.9357,1362.5948,0,2634
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","BBR",2.0746,67.7319,211.4419,1503.6625,4,2850
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","BOR",1.9992,63.406,201.2778,1442.0726,18,2738
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","CBE",1.9857,67.3418,208.9886,1528.8331,0,2863
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","CBR",2.1309,66.7391,210.1131,1512.9661,0,2859
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","CIR",2.4572,66.5487,219.9786,1535.1277,0,2862
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","DCR",2.1666,65.928,213.3245,1531.7371,0,2863
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","EVR",2.074,67.0499,212.6197,1542.1497,13,2878
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","FAR",1.9749,63.2588,200.8403,1437.5055,0,2735
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","LBI",2.0327,68.5987,216.1265,1512.8349,2,2812
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","LSR",2.1058,69.4241,223.7137,1514.8895,0,2910
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","LVR",3.0682,96.8806,309.148,2074.6724,12,3913
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","MAP",2.0497,65.6828,218.3297,1517.3383,0,2866
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","MCR",2.011,64.4109,207.7485,1496.9125,0,2785
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","MMR",2.2042,69.5374,219.4567,1510.9681,0,2866
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","MNR",2.0289,65.744,212.1289,1503.0721,0,2800
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","MRR",1.9929,62.6286,202.5099,1443.725,0,2717
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","MVR",2.2438,69.6421,221.4678,1593.5143,0,2936
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","ODL",2.0572,71.8465,221.9211,1500.6676,4,2807
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","PRV",2.3625,68.5037,216.4348,1555.8634,0,2892
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","SAR",2.0053,65.11,215.8198,1503.3655,0,2812
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","SDL",2.0623,66.1163,210.6106,1523.9795,3,2844
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","SLD",1.9613,62.9599,202.0701,1437.5159,0,2721
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","SWS",2.3357,71.109,216.3005,1543.614,4,2923
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","SWV",2.0079,71.3582,210.0326,1520.441,0,2824
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","TAR",2.0819,68.4674,208.1997,1539.2416,0,2845
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","THD",2.0533,64.6243,211.2016,1544.9727,0,2878
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","THI",2.0247,62.268,200.294,1454.4074,0,2933
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","UOD",2.7144,71.0449,211.916,1511.6064,0,2864
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","UOI",2.6692,67.2976,208.4432,1492.2757,21,2832
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","VDL",2.2874,69.3059,223.3174,1538.9224,0,2878
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial","VER",2.0396,68.2445,213.5992,1529.8805,30,2885
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","ALL",2.0196,109.2271,388.6183,2584.0599,0,4153
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","AMR",3.0317,160.8475,562.6303,3204.6975,0,5396
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","BBR",2.0523,105.863,391.9214,2426.599,0,3991
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","BOR",2.0243,107.5104,388.6601,2471.4261,0,4071
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","CBE",1.9932,104.2431,382.2191,2515.7093,0,4049
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","CBR",2.0082,108.0368,398.7007,2444.7482,0,4016
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","CIR",2.1402,104.9722,382.9639,2569.4793,0,4115
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","DCR",2.1081,106.3764,393.212,2512.8964,0,4071
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","EVR",2.1454,111.3729,403.9485,2494.3282,0,4132
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","FAR",1.9696,103.0524,377.4209,2394.5716,0,3928
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","LBI",2.1362,105.1708,386.1265,2412.0141,0,3978
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","LSR",2.0489,111.2393,403.5565,2489.3856,0,4088
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","LVR",2.0134,110.444,404.8359,2595.7678,0,4198
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","MAP",2.1272,109.1035,403.5795,2557.3917,0,4195
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","MCR",2.078,100.9637,371.2111,2328.0116,0,3810
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","MMR",2.0394,109.1914,387.6298,2478.0675,0,4020
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","MNR",2.3166,113.8089,409.1116,2467.1413,0,4107
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","MRR",2.0322,110.7576,393.3015,2487.6595,0,4045
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","MVR",2.079,103.6349,376.325,2341.2057,0,3860
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","ODL",2.0116,105.92,384.8916,2524.375,0,4071
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","PRV",1.9853,113.2822,400.9802,2504.6713,0,4074
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","SAR",2.0202,104.0339,385.6368,2452.8757,0,4003
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","SDL",3.0346,158.3989,565.1994,3306.5224,0,5510
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","SLD",2.0324,116.777,398.213,2484.6916,0,4074
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","SWS",2.1072,109.5588,409.8661,2456.251,0,4055
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","SWV",2.0344,109.4202,383.7265,2523.5397,0,4111
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","TAR",2.2946,114.9994,397.279,2518.3494,0,4127
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","THD",2.032,108.6426,393.8797,2523.2722,0,4111
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","THI",2.3712,103.6566,373.5233,2372.011,0,3893
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","UOD",2.1051,114.8368,400.1283,2598.2177,0,4208
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","UOI",2.0326,105.0207,379.8153,2480.6942,0,4032
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","VDL",2.0223,104.8156,391.0816,2556.1587,0,4113
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny3_InductionVsCoinduction","VER",2.1662,107.1046,390.1825,2442.4946,0,4036
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug144","ALL",2.2684,70.7454,280.3374,1516.5641,9,2952
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug144","AMR",3.0765,95.7722,413.9385,2029.4376,0,3971
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug144","BBR",2.2181,61.0994,288.1637,1532.7821,0,2950
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug144","BOR",2.2969,67.7421,289.8203,1547.2684,0,2962
"DafnyBench","dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug144","CBE",2.0705,63.8528,287.3304,1522.183,0,2912
